Response to campaign,Pre-campaign expenditure,Pre-campaign visits,Pre-campaign visits category,Post-campaign visits,Post-campaign spend category,Post-campaign visit category,Gender,Age
Non-responder,82,2,2 Visits,0,Under £50,No Visits,Male,49
Non-responder,56,2,2 Visits,0,Under £50,No Visits,Female,50
Non-responder,94,2,2 Visits,0,Under £50,No Visits,Female,50
Non-responder,51,2,2 Visits,0,Under £50,No Visits,Female,50
Non-responder,51,2,2 Visits,0,Under £50,No Visits,Female,50
Non-responder,95,2,2 Visits,0,Under £50,No Visits,Male,50
Non-responder,66,2,2 Visits,0,Under £50,No Visits,Male,50
Responder,64,1,1 Visit,1,Under £50,1 Visit,Female,51
Non-responder,53,2,2 Visits,0,Under £50,No Visits,Female,51
Responder,90,1,1 Visit,1,Under £50,1 Visit,Male,51
Non-responder,70,2,2 Visits,0,Under £50,No Visits,Male,51
Non-responder,93,2,2 Visits,0,Under £50,No Visits,Male,51
Non-responder,93,2,2 Visits,0,Under £50,No Visits,Female,52
Non-responder,56,2,2 Visits,0,Under £50,No Visits,Female,52
Non-responder,97,2,2 Visits,0,Under £50,No Visits,Female,52
Non-responder,84,2,2 Visits,0,Under £50,No Visits,Female,52
Non-responder,86,2,2 Visits,0,Under £50,No Visits,Male,52
Non-responder,60,2,2 Visits,0,Under £50,No Visits,Male,52
Non-responder,60,2,2 Visits,0,Under £50,No Visits,Male,52
Non-responder,62,2,2 Visits,0,Under £50,No Visits,Male,52
Non-responder,97,2,2 Visits,0,Under £50,No Visits,Male,52
Non-responder,51,2,2 Visits,0,Under £50,No Visits,Male,52
Non-responder,63,2,2 Visits,0,Under £50,No Visits,Female,53
Non-responder,74,2,2 Visits,0,Under £50,No Visits,Male,53
Non-responder,97,2,2 Visits,0,Under £50,No Visits,Male,53
Non-responder,70,2,2 Visits,0,Under £50,No Visits,Male,53
Non-responder,66,2,2 Visits,0,Under £50,No Visits,Female,54
Non-responder,61,2,2 Visits,0,Under £50,No Visits,Female,54
Non-responder,56,2,2 Visits,0,Under £50,No Visits,Male,54
Non-responder,63,2,2 Visits,0,Under £50,No Visits,Male,54
Non-responder,52,2,2 Visits,0,Under £50,No Visits,Male,54
Non-responder,62,2,2 Visits,0,Under £50,No Visits,Female,55
Non-responder,51,2,2 Visits,0,Under £50,No Visits,Female,55
Non-responder,50,2,2 Visits,0,Under £50,No Visits,Female,56
Responder,85,1,1 Visit,1,Under £50,1 Visit,Male,56
Non-responder,55,2,2 Visits,0,Under £50,No Visits,Male,56
Non-responder,53,2,2 Visits,0,Under £50,No Visits,Male,56
Non-responder,96,2,2 Visits,0,Under £50,No Visits,Female,57
Non-responder,59,2,2 Visits,0,Under £50,No Visits,Male,57
Non-responder,56,2,2 Visits,0,Under £50,No Visits,Male,57
Non-responder,63,2,2 Visits,0,Under £50,No Visits,Male,57
Non-responder,87,2,2 Visits,0,Under £50,No Visits,Female,58
Non-responder,55,2,2 Visits,0,Under £50,No Visits,Female,58
Non-responder,72,2,2 Visits,0,Under £50,No Visits,Male,58
Non-responder,42,2,2 Visits,0,Under £50,No Visits,Male,58
Non-responder,87,2,2 Visits,0,Under £50,No Visits,Male,59
Non-responder,73,2,2 Visits,0,Under £50,No Visits,Female,60
Non-responder,64,2,2 Visits,0,Under £50,No Visits,Male,60
Non-responder,77,2,2 Visits,0,Under £50,No Visits,Male,60
Non-responder,62,2,2 Visits,0,Under £50,No Visits,Male,60
Non-responder,51,2,2 Visits,0,Under £50,No Visits,Female,61
Non-responder,60,2,2 Visits,0,Under £50,No Visits,Male,61
Non-responder,58,2,2 Visits,0,Under £50,No Visits,Male,61
Non-responder,55,2,2 Visits,0,Under £50,No Visits,Male,61
Non-responder,55,2,2 Visits,0,Under £50,No Visits,Male,62
Non-responder,88,2,2 Visits,0,Under £50,No Visits,Male,63
Non-responder,79,2,2 Visits,0,Under £50,No Visits,Male,63
Non-responder,54,2,2 Visits,0,Under £50,No Visits,Male,63
Non-responder,130,2,2 Visits,0,Under £50,No Visits,Male,63
Responder,65,1,1 Visit,1,Under £50,1 Visit,Female,64
Non-responder,75,2,2 Visits,0,Under £50,No Visits,Female,64
Responder,67,1,1 Visit,1,Under £50,1 Visit,Male,64
Non-responder,62,2,2 Visits,0,Under £50,No Visits,Male,64
Non-responder,79,2,2 Visits,0,Under £50,No Visits,Male,64
Non-responder,76,2,2 Visits,0,Under £50,No Visits,Male,64
Non-responder,60,2,2 Visits,0,Under £50,No Visits,Male,65
Non-responder,53,2,2 Visits,0,Under £50,No Visits,Female,66
Non-responder,69,2,2 Visits,0,Under £50,No Visits,Male,66
Non-responder,90,2,2 Visits,0,Under £50,No Visits,Male,66
Non-responder,67,2,2 Visits,0,Under £50,No Visits,Male,66
Responder,59,1,1 Visit,1,£50-£100,1 Visit,Male,67
Non-responder,72,2,2 Visits,0,Under £50,No Visits,Male,67
Non-responder,70,2,2 Visits,0,Under £50,No Visits,Male,67
Non-responder,57,2,2 Visits,0,Under £50,No Visits,Female,68
Non-responder,73,2,2 Visits,0,Under £50,No Visits,Female,68
Non-responder,66,2,2 Visits,0,Under £50,No Visits,Male,68
Non-responder,53,2,2 Visits,0,Under £50,No Visits,Male,68
Non-responder,15,2,2 Visits,0,Under £50,No Visits,Male,69
Non-responder,68,2,2 Visits,0,Under £50,No Visits,Male,70
Non-responder,56,2,2 Visits,0,Under £50,No Visits,Female,71
Responder,99,1,1 Visit,1,Under £50,1 Visit,Male,71
Non-responder,86,2,2 Visits,0,Under £50,No Visits,Male,71
Non-responder,80,2,2 Visits,0,Under £50,No Visits,Male,72
Non-responder,69,2,2 Visits,0,Under £50,No Visits,Male,72
Non-responder,70,2,2 Visits,0,Under £50,No Visits,Male,73
Responder,99,1,1 Visit,1,Under £50,1 Visit,Female,74
Non-responder,62,2,2 Visits,0,Under £50,No Visits,Male,74
Non-responder,51,2,2 Visits,0,Under £50,No Visits,Male,74
Non-responder,73,2,2 Visits,0,Under £50,No Visits,Male,74
Non-responder,43,2,2 Visits,0,Under £50,No Visits,Male,76
Non-responder,50,2,2 Visits,0,Under £50,No Visits,Male,78
Non-responder,53,2,2 Visits,0,Under £50,No Visits,Male,78
Non-responder,60,2,2 Visits,0,Under £50,No Visits,Male,79
Non-responder,80,2,2 Visits,0,Under £50,No Visits,Male,80
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,20
Non-responder,98,1,1 Visit,0,Under £50,No Visits,Male,21
Non-responder,59,1,1 Visit,0,Under £50,No Visits,Male,21
Non-responder,50,1,1 Visit,0,Under £50,No Visits,Male,21
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Male,21
Non-responder,59,1,1 Visit,0,Under £50,No Visits,Female,22
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Female,22
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Female,22
Non-responder,65,1,1 Visit,0,Under £50,No Visits,Male,22
Non-responder,79,1,1 Visit,0,Under £50,No Visits,Male,22
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,22
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,22
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,22
Non-responder,84,1,1 Visit,0,Under £50,No Visits,Female,23
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Female,23
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,23
Non-responder,91,1,1 Visit,0,Under £50,No Visits,Male,23
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,23
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Female,24
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Female,24
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Female,24
Non-responder,92,1,1 Visit,0,Under £50,No Visits,Female,24
Non-responder,58,1,1 Visit,0,Under £50,No Visits,Male,24
Non-responder,85,1,1 Visit,0,Under £50,No Visits,Female,25
Non-responder,91,1,1 Visit,0,Under £50,No Visits,Female,25
Non-responder,72,1,1 Visit,0,Under £50,No Visits,Female,25
Non-responder,89,1,1 Visit,0,Under £50,No Visits,Female,25
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Female,25
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Male,25
Non-responder,95,1,1 Visit,0,Under £50,No Visits,Male,25
Non-responder,59,1,1 Visit,0,Under £50,No Visits,Male,25
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,25
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Male,25
Non-responder,72,1,1 Visit,0,Under £50,No Visits,Male,25
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,25
Non-responder,99,1,1 Visit,0,Under £50,No Visits,Male,25
Non-responder,84,1,1 Visit,0,Under £50,No Visits,Male,25
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Female,26
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Female,26
Non-responder,94,1,1 Visit,0,Under £50,No Visits,Female,26
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Female,26
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Female,26
Non-responder,99,1,1 Visit,0,Under £50,No Visits,Male,26
Non-responder,79,1,1 Visit,0,Under £50,No Visits,Male,26
Non-responder,77,1,1 Visit,0,Under £50,No Visits,Male,26
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,26
Non-responder,87,1,1 Visit,0,Under £50,No Visits,Male,26
Non-responder,73,1,1 Visit,0,Under £50,No Visits,Male,26
Non-responder,96,1,1 Visit,0,Under £50,No Visits,Male,26
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Male,26
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,26
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,26
Non-responder,50,1,1 Visit,0,Under £50,No Visits,Female,27
Non-responder,78,1,1 Visit,0,Under £50,No Visits,Female,27
Non-responder,64,1,1 Visit,0,Under £50,No Visits,Female,27
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Female,27
Non-responder,91,1,1 Visit,0,Under £50,No Visits,Female,27
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Female,27
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Female,27
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Male,27
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Male,27
Non-responder,71,1,1 Visit,0,Under £50,No Visits,Male,27
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,27
Non-responder,82,1,1 Visit,0,Under £50,No Visits,Male,27
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Male,27
Non-responder,32,1,1 Visit,0,Under £50,No Visits,Male,27
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,27
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Male,27
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,28
Non-responder,71,1,1 Visit,0,Under £50,No Visits,Female,28
Non-responder,95,1,1 Visit,0,Under £50,No Visits,Female,28
Non-responder,66,1,1 Visit,0,Under £50,No Visits,Female,28
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,28
Non-responder,95,1,1 Visit,0,Under £50,No Visits,Female,28
Non-responder,76,1,1 Visit,0,Under £50,No Visits,Female,28
Non-responder,89,1,1 Visit,0,Under £50,No Visits,Female,28
Non-responder,66,1,1 Visit,0,Under £50,No Visits,Female,28
Non-responder,65,1,1 Visit,0,Under £50,No Visits,Male,28
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,28
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,28
Non-responder,89,1,1 Visit,0,Under £50,No Visits,Male,28
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,28
Non-responder,50,1,1 Visit,0,Under £50,No Visits,Male,28
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,28
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,28
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,28
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Male,28
Non-responder,79,1,1 Visit,0,Under £50,No Visits,Female,29
Non-responder,34,1,1 Visit,0,Under £50,No Visits,Female,29
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Male,29
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,29
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,29
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Male,29
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Male,29
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Male,29
Non-responder,69,1,1 Visit,0,Under £50,No Visits,Male,29
Non-responder,93,1,1 Visit,0,Under £50,No Visits,Male,29
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Male,29
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Male,29
Non-responder,94,1,1 Visit,0,Under £50,No Visits,Female,30
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Female,30
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Female,30
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Female,30
Non-responder,58,1,1 Visit,0,Under £50,No Visits,Female,30
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Female,30
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Female,30
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,30
Non-responder,59,1,1 Visit,0,Under £50,No Visits,Female,30
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Female,30
Non-responder,64,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,67,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,69,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,86,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,79,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,86,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,65,1,1 Visit,0,Under £50,No Visits,Male,30
Non-responder,83,1,1 Visit,0,Under £50,No Visits,Female,31
Non-responder,73,1,1 Visit,0,Under £50,No Visits,Female,31
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Female,31
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Female,31
Non-responder,64,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,73,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,86,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,65,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,72,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,82,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,64,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,86,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Male,31
Non-responder,65,1,1 Visit,0,Under £50,No Visits,Female,32
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Female,32
Non-responder,67,1,1 Visit,0,Under £50,No Visits,Female,32
Non-responder,69,1,1 Visit,0,Under £50,No Visits,Female,32
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Female,32
Non-responder,76,1,1 Visit,0,Under £50,No Visits,Female,32
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,32
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Male,32
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,32
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Male,32
Non-responder,81,1,1 Visit,0,Under £50,No Visits,Male,32
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Male,32
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,32
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Male,32
Non-responder,72,1,1 Visit,0,Under £50,No Visits,Male,32
Non-responder,91,1,1 Visit,0,Under £50,No Visits,Male,32
Non-responder,97,1,1 Visit,0,Under £50,No Visits,Male,32
Non-responder,92,1,1 Visit,0,Under £50,No Visits,Female,33
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Female,33
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Female,33
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,65,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,84,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,81,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,64,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,77,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,50,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,89,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,33
Non-responder,81,1,1 Visit,0,Under £50,No Visits,Female,34
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,34
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Female,34
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,34
Non-responder,64,1,1 Visit,0,Under £50,No Visits,Male,34
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,34
Non-responder,86,1,1 Visit,0,Under £50,No Visits,Male,34
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,34
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Male,34
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,34
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Male,34
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,34
Non-responder,69,1,1 Visit,0,Under £50,No Visits,Male,34
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Male,34
Non-responder,76,1,1 Visit,0,Under £50,No Visits,Male,34
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Male,34
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Female,35
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Female,35
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Female,35
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Female,35
Non-responder,69,1,1 Visit,0,Under £50,No Visits,Female,35
Non-responder,50,1,1 Visit,0,Under £50,No Visits,Female,35
Non-responder,59,1,1 Visit,0,Under £50,No Visits,Female,35
Non-responder,85,1,1 Visit,0,Under £50,No Visits,Male,35
Non-responder,85,1,1 Visit,0,Under £50,No Visits,Male,35
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,35
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Male,35
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Female,36
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Female,36
Non-responder,14,1,1 Visit,0,Under £50,No Visits,Female,36
Non-responder,85,1,1 Visit,0,Under £50,No Visits,Female,36
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Female,36
Non-responder,93,1,1 Visit,0,Under £50,No Visits,Female,36
Non-responder,81,1,1 Visit,0,Under £50,No Visits,Female,36
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Female,36
Non-responder,85,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,81,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,84,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,73,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,65,1,1 Visit,0,Under £50,No Visits,Male,36
Non-responder,69,1,1 Visit,0,Under £50,No Visits,Female,37
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Female,37
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,37
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,37
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,37
Non-responder,66,1,1 Visit,0,Under £50,No Visits,Male,37
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Male,37
Non-responder,79,1,1 Visit,0,Under £50,No Visits,Male,37
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,37
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,37
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Female,38
Non-responder,92,1,1 Visit,0,Under £50,No Visits,Female,38
Non-responder,78,1,1 Visit,0,Under £50,No Visits,Female,38
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Female,38
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,99,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,69,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,23,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,86,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,38
Non-responder,86,1,1 Visit,0,Under £50,No Visits,Female,39
Non-responder,72,1,1 Visit,0,Under £50,No Visits,Female,39
Non-responder,59,1,1 Visit,0,Under £50,No Visits,Female,39
Non-responder,78,1,1 Visit,0,Under £50,No Visits,Female,39
Non-responder,15,1,1 Visit,0,Under £50,No Visits,Male,39
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Male,39
Non-responder,86,1,1 Visit,0,Under £50,No Visits,Male,39
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Male,39
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,39
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Male,39
Non-responder,58,1,1 Visit,0,Under £50,No Visits,Male,39
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,39
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,40
Non-responder,81,1,1 Visit,0,Under £50,No Visits,Female,40
Non-responder,71,1,1 Visit,0,Under £50,No Visits,Female,40
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,40
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Female,40
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Female,40
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Female,40
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Male,40
Non-responder,99,1,1 Visit,0,Under £50,No Visits,Male,40
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,40
Non-responder,99,1,1 Visit,0,Under £50,No Visits,Male,40
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Male,40
Non-responder,50,1,1 Visit,0,Under £50,No Visits,Male,40
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Male,40
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,40
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Female,41
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Female,41
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,81,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,58,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,88,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,76,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,64,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,41
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,41
Responder,0,0,No Visits,1,£50-£100,1 Visit,Female,42
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Female,42
Non-responder,58,1,1 Visit,0,Under £50,No Visits,Female,42
Non-responder,58,1,1 Visit,0,Under £50,No Visits,Female,42
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Female,42
Non-responder,83,1,1 Visit,0,Under £50,No Visits,Female,42
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Male,42
Non-responder,99,1,1 Visit,0,Under £50,No Visits,Male,42
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,42
Non-responder,95,1,1 Visit,0,Under £50,No Visits,Male,42
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Male,42
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Male,42
Non-responder,64,1,1 Visit,0,Under £50,No Visits,Male,42
Non-responder,87,1,1 Visit,0,Under £50,No Visits,Male,42
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Male,42
Non-responder,92,1,1 Visit,0,Under £50,No Visits,Male,42
Non-responder,59,1,1 Visit,0,Under £50,No Visits,Male,42
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,42
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Female,43
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Female,43
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Female,43
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Female,43
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Male,43
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Male,43
Non-responder,77,1,1 Visit,0,Under £50,No Visits,Male,43
Non-responder,11,1,1 Visit,0,Under £50,No Visits,Male,43
Non-responder,94,1,1 Visit,0,Under £50,No Visits,Male,43
Non-responder,94,1,1 Visit,0,Under £50,No Visits,Male,43
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Male,43
Non-responder,79,1,1 Visit,0,Under £50,No Visits,Male,43
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Female,44
Non-responder,92,1,1 Visit,0,Under £50,No Visits,Female,44
